Marque,CarType,FuelType,Gearbox,ManufacturingDate,Engine_l,Power_kW,Mileage_km,Price_euro
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.2,92,242000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
BMW 318, wagon        ,Diesel,Manual,2004,2.0,85,247000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.2,92,242000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
BMW 318, wagon        ,Diesel,Manual,2004,2.0,85,247000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.0,74,211000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Citroen C3, hatchback        ,Petrol,Manual,2012,1.4,54,117000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Zafira, mpv / minivan        ,Diesel,Manual,2005,2.2,92,242000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volkswagen Passat, wagon        ,Diesel,Manual,2004,2.5,120,300000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Smart Forfour, mpv / minivan        ,Diesel,Manual,2005,1.5,50,250000,1299
Volvo V70, wagon        ,Diesel,Manual,2003,2.4,120,334000,1299
Audi A6, wagon        ,Petrol,Automatic,2004,2.0,96,315111,1299
BMW 318, wagon        ,Diesel,Manual,2004,2.0,85,247000,1299
Mercedes-Benz C270, wagon        ,Diesel,Manual,2004,wagon,125,288000,1299
Peugeot 807, mpv / minivan        ,Diesel,Manual,2003,2.2,94,279668,1299
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,125000,1299
Volkswagen Passat, wagon        ,Petrol,Manual,2001,wagon,85,266000,1299
Peugeot 307, wagon        ,Petrol,Manual,2005,1.4,66,185200,1299
Opel Combo, wagon        ,Diesel,Manual,2004,1.3,51,350000,1299
Opel Astra, wagon        ,Petrol,Manual,2003,1.6,74,245680,1299
Opel Meriva, mpv / minivan        ,Petrol,Manual,2008,1.4,66,176000,1299
Chrysler Grand Voyager, mpv / minivan        ,Petrol / LPG,Manual,2003,2.4,108,266000,1299
Citroen C1, hatchback        ,Petrol,Manual,2007,1.0,50,149000,1299
Land Rover Freelander, suv / off-road        ,Petrol,Manual,1998,1.8,88,154000,1299
Suzuki Liana, hatchback        ,Petrol,Manual,2006,1.6,79,154000,1299
Nissan Primera, wagon        ,Petrol,Automatic,2005,1.8,85,255000,1299
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,235000,1299
Volvo V70, wagon        ,Petrol,Automatic,2002,2.4,103,287000,1299
